"","code","year","country","continent","region","population","overallscore","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal13","goal15","goal16","goal17","unemployment.rate","GDPpercapita","MilitaryExpenditurePercentGDP","internet_usage","pf_law","pf_security","pf_movement","pf_religion","pf_assembly","pf_expression","pf_identity","ef_government","ef_legal","ef_money","ef_trade","ef_regulation"
"1","ALB",2000,"Albania","Europe","Eastern Europe",3195713,65.9,96.4,47,73.6,81.7,36.7,68.8,75,61.2,17.6,84.4,74.8,84.3,90,66.7,66.1,60,0.19028,1126.68334010717,1.24636024189216,0.0011409735,4.56568712652227,9.0948979881746,9.49208333333333,8.83541666666667,8.02546296296296,7.51307654320988,9.375,8.18547886662197,4.70923066743949,6.91039252603359,6.32159122988709,6.49555603651087
"2","ALB",2001,"Albania","Europe","Eastern Europe",3168328,65.9,96.4,46.2,74.7,82.8,37.3,69,73.4,61.5,17.6,84.4,74.6,84.4,89.9,66.5,65.4,60,0.18575,1281.6598256178,1.30929137475594,0.0032579836,4.67238386331721,8.68068641885644,9.49208333333333,8.83541666666667,8.3112962962963,6.84640987654321,9.375,8.2663854245694,4.83459175087004,6.79625990745079,6.51048011877598,6.96111159206643
"3","ALB",2002,"Albania","Europe","Eastern Europe",3138896,65.7,96.4,45.4,74.6,82.8,37.4,69.3,71.9,61.8,17.6,84.4,75.2,83.9,89.4,66.4,65.4,59.1,0.17895,1425.12421860142,1.32003449433204,0.003900813,4.73728290044225,8.69821722195296,9.6125,8.83541666666667,8.4487962962963,6.78430864197531,9.375,8.91293173325912,4.84436606834226,7.09859790070033,6.76079350908937,7.07064226789715
"4","ALB",2003,"Albania","Europe","Eastern Europe",3108206,65.7,96.4,43.7,74.2,81.2,37.5,69.6,72.8,62.3,17.6,84.4,75,83.8,88.9,66.3,65.8,59.5,0.16989,1846.12012081207,1.33684292419802,0.009719004,4.75281302039537,8.92922534720578,9.675,8.83541666666667,8.46858796296296,6.88616049382716,9.375,8.89248901513572,5.01584137324504,9.72558817275103,6.77190462020048,6.78301482237235
"5","ALB",2004,"Albania","Europe","Eastern Europe",3077776,66.2,96.4,44.1,75,80.8,38,69.9,74.8,62.7,17.7,84.4,75.5,83.1,89,69.6,65.7,60.2,0.1631,2373.58129170055,1.38115794211088,0.024203877,4.8062658375509,9.14575389161052,9.675,8.83541666666667,8.42962962962963,6.88616049382716,9.375,8.62819406712189,5.05437402633609,9.55860436248711,6.35438379031488,6.43181641699595
"6","ALB",2005,"Albania","Europe","Eastern Europe",3047469,66.5,96.4,44.2,74.9,80.8,38.5,70.2,75.8,62.9,18.2,88.1,75.4,83.2,88.9,70.2,65,60,0.1597,2673.78780296036,1.35000497056322,0.06043891,4.8062658375509,9.0334787091711,9.675,9.03041666666667,8.42962962962963,6.94637777777778,9.375,8.27043651487832,5.24735855563208,9.5885400223612,6.25602657001227,6.229486147625
"7","ALB",2006,"Albania","Europe","Eastern Europe",3017799,66.6,96.4,44.6,74.6,80.8,38.6,70.5,74.2,63.1,18.8,88.1,75.9,83.3,89.2,70.3,65.5,59.7,0.1563,2972.74361818169,1.56776908873068,0.09609991,4.8062658375509,9.30833273945368,9.675,9.03041666666667,8.76962962962963,6.95992839506173,9.375,8.44521574547334,5.3150383472591,9.49928791610472,6.42443799489706,6.65762179839884
"8","ALB",2007,"Albania","Europe","Eastern Europe",2988975,66.8,96.4,45.6,75.2,82.3,38.7,70.8,73,62.8,19.6,88.1,75.8,82.9,89.1,72.1,63.6,59.6,0.1597,3595.03830207997,1.8207653435572,0.15036116,4.8062658375509,9.25571768263783,9.675,9.86375,9.04740740740741,6.79295679012346,9.375,8.73559194054699,5.34383670702398,9.41116831795572,6.4655500348052,6.59418070009257
"9","ALB",2008,"Albania","Europe","Eastern Europe",2963192,67.5,96.4,48.1,75.7,80.8,38.8,71.1,76.4,64.4,21.3,89.8,77.9,83.2,88.7,72.6,63.6,59.3,0.1306,4370.53971115737,1.98486885667765,0.2386,4.8062658375509,9.33994685138142,9.635,9.856875,9.08261574074074,6.80659012345679,9.375,8.22612439680743,5.48039421671155,9.43272035120908,6.53185843064529,6.74847247327108
"10","ALB",2009,"Albania","Europe","Eastern Europe",2940186,68,96.4,47.3,77.6,78,43.9,71.3,79,64.1,24,89.8,77.3,83.1,88.7,72.5,64.2,59.5,0.1367,4114.13404061058,1.5172171395597,0.412,4.88015847054603,9.37477007912341,9.635,9.856875,8.80483796296296,6.80659012345679,9.375,7.80808400673991,5.63784034722997,9.63002896029241,6.86022297183214,6.44105341767966
"11","ALB",2010,"Albania","Europe","Eastern Europe",2920897,69.2,96.4,49.4,79.1,79.7,44.3,71.6,80.6,63.9,24.9,89.8,78.4,83.5,88.3,79.2,63.2,59.7,0.1409,4094.34969883571,1.55859189302349,0.45,4.90404320461342,9.16403038741105,9.66375,9.856875,9.08261574074074,6.79827283950617,9.375,8.07400514519548,5.3373940406663,9.58675463285086,7.05973929798203,6.59721056057673
"12","ALB",2011,"Albania","Europe","Eastern Europe",2905902,69.6,96.3,49.7,80.2,83.5,44.3,71.9,78.4,64.2,26.6,89.8,79,83.2,87.3,79.8,65.2,58.6,0.1348,4437.14114631148,1.52826633776627,0.47,4.94732237547827,9.08656057928635,9.74041666666667,9.856875,9.08261574074074,6.5421,8.75,8.07189293436329,5.13225718598571,9.64095731026035,6.99465941360195,7.32474128363206
"13","ALB",2012,"Albania","Europe","Eastern Europe",2895406,70.7,95.9,50.5,81.2,87.7,46.1,72.1,81.9,64.3,30.9,93.6,78.4,83.3,89.1,80.4,64,57.8,0.1338,4247.63135624709,1.48708257655216,0.494,4.5015238825378,9.01029726697866,9.74041666666667,9.856875,8.73733796296296,6.6100012345679,8.75,8.1573232922211,4.84373927866087,9.72023385032179,7.04290326543504,7.56326963293173
"14","ALB",2013,"Albania","Europe","Eastern Europe",2888980,70.6,94.3,50.8,80.1,90.2,48.3,72.4,83.9,62.9,33.1,93.6,72,83.3,88.7,80.6,61.9,58.4,0.1587,4413.06339738921,1.40898210141146,0.518,4.97152004574236,9.23689545072949,9.795,9.856875,8.69939814814815,6.46693456790124,8.125,7.91958106452318,4.9931181093598,9.666043053901,6.96308725728087,7.45161767383792
"15","ALB",2014,"Albania","Europe","Eastern Europe",2885048,69.6,92,50.3,80.4,93.1,49.5,72.6,81.1,63.2,34,75.1,76.5,83,88.2,80.5,60.4,59.5,0.1805,4578.63320812155,1.34651599128914,0.543,5.1647860727369,9.22754108533924,9.795,9.856875,8.69939814814815,6.48133456790123,8.125,7.691506996006,5.05887171920607,9.73208249946212,8.0796645656396,7.80078445938097
"16","ALB",2015,"Albania","Europe","Eastern Europe",2883156,70.9,96.7,50.2,80.7,93.6,51.5,72.8,83.2,61.6,35.8,81.5,76.5,82.4,91.1,80.4,63.1,60.5,0.1719,3952.80358410846,1.16230386432234,0.569,5.29175164731008,9.48873754152824,9.795,9.856875,8.69939814814815,6.44738395061728,8.125,7.81495534116409,5.44854355254704,9.7437391585289,7.99338214837694,7.71237777941584
"17","ALB",2016,"Albania","Europe","Eastern Europe",2881805,71.1,96.5,49.5,80.9,96.5,53.7,73,84.7,62.6,35,78.5,75.8,82,91,80.3,63.3,61.1,0.1542,4124.05538986272,1.10358100880452,0.596,5.29175164731008,9.50327242524917,9.795,9.856875,8.69939814814815,6.41343333333333,8.125,7.82063907893941,5.5231910339968,9.7905289182626,8.03642562069301,7.59119580694878
"18","ALB",2017,"Albania","Europe","Eastern Europe",2880321,71.9,96.7,56.9,81.7,93.8,55.5,73.3,81.5,64.3,37,81,77.5,81.8,89.9,80.1,62.6,62.8,0.1362,4531.03220675893,1.10915100558884,0.624,5.13667675129093,9.56644518272425,9.69458333333333,9.756875,8.79199074074074,6.47686666666667,8.75,7.5159355986476,5.5151770544478,9.80887450016652,8.18382667956338,7.83271586835509
"19","ALB",2018,"Albania","Europe","Eastern Europe",2878389,73.5,97.4,57.6,82.5,96.1,56.1,73.5,84.6,65.6,38.7,90.5,80.6,81.8,90.3,80.2,64.1,65.4,0.123,5287.66081699731,1.16054478505068,0.654,4.99663927778723,9.52429401993356,9.77125,9.835,8.95886574074074,6.29266666666667,8.75,7.81157468000824,5.22186932896774,9.76067559541237,8.22189970112054,7.76876128572137
"20","ALB",2019,"Albania","Europe","Eastern Europe",2875637,73.7,98.5,58.3,82.6,95.2,57.4,73.6,84.2,66.1,39.3,88.1,78.1,81.7,90.3,80.1,63.4,65.7,0.1147,5396.21422690995,1.28080596201472,0.6855039,4.89246570792829,9.35008305647841,9.86875,9.7375,9.05145833333333,6.2486,8.75,7.91439257664919,5.25875749168996,9.82697908017443,8.23092122259355,7.70088543804601
"21","ALB",2020,"Albania","Europe","Eastern Europe",2872130,73.7,98.4,59,82.7,94.3,57.3,73.7,84.3,65.1,41.3,88.1,76.6,81.7,90.5,79.9,63.5,65.9,0.13067,5343.0377039956,1.29847911563693,0.7223768,4.77193755853434,9.24972591362126,6.55208333333333,9.7575,8.66145833333333,6.10686666666667,8.75,7.81707730176539,5.26035119743996,9.78826853976674,8.22249900037133,7.1129579713411
"22","ARG",2000,"Argentina","Americas","Latin America & the Caribbean",36864000,66.2,96.3,67.9,76.6,94.5,71.6,75.2,68.3,66.8,24.8,16.8,76,78.6,89,53.6,53.1,55.8,0.15,7666.51783423783,1.14882267666887,0.07038683,5.10357626457492,8.68540523096711,9.875,9.86,9.60583333333333,7.49109394903724,10,7.98455577074275,4.68290758632666,9.60121416565956,7.40348427495648,6.38368656871183
"23","ARG",2001,"Argentina","Americas","Latin America & the Caribbean",37277547,66.1,96.3,68.2,76.6,94.6,71.6,75.4,69.9,65.6,25.2,13.7,76.1,78.9,89.4,53.8,53.1,56,0.1732,7168.97587232911,1.18423354187058,0.097808075,5.156206206541,8.68339405305558,9.875,9.86,9.60583333333333,7.48299394903724,10,8.10727505259057,4.32551087748345,9.68482539201695,6.37685814109329,5.52638210942605
"24","ARG",2002,"Argentina","Americas","Latin America & the Caribbean",37683438,66.3,96.3,68.7,78.3,94.5,73.8,75.6,70.3,64.3,25.4,13,76.3,79.6,89.9,54,52.8,53.9,0.1959,2579.48876933284,1.09188047859748,0.10882124,5.156206206541,8.68540523096711,9.875,9.86,9.32805555555555,7.66685580860627,10,7.87719640705739,4.16868933684137,7.27318210825808,6.30326543615465,5.96465774252765
"25","ARG",2003,"Argentina","Americas","Latin America & the Caribbean",38086618,66.7,96.3,67.8,79.1,93.2,73.8,75.8,70.1,66.7,25.6,17,76.4,78.9,89.5,54.6,53.2,55.3,0.1536,3333.15290388997,1.06089505704838,0.11913696,5.22239041775188,8.68540523096711,9.875,9.86,9.60583333333333,7.66365096530143,10,8.03795771818522,4.06068599251539,6.48133240601376,6.51165496087686,6.14331225893781
"26","ARG",2004,"Argentina","Americas","Latin America & the Caribbean",38469709,67,96.3,68.7,79.2,92.5,75.3,76,69.2,67.7,26.3,20.6,76.7,78.4,88.6,54.8,53.7,54.8,0.1352,4258.16026060875,0.883295358833529,0.16036684,5.37989674024132,8.68540523096711,9.875,9.86,9.33416666666667,7.74738404558404,10,7.9931405516402,4.5185092066482,6.91031864500328,6.28746321080294,6.26297035046172
"27","ARG",2005,"Argentina","Americas","Latin America & the Caribbean",38867884,67.8,96.3,68.8,79.9,92.9,76.5,76.2,69.7,68.8,26.6,21.5,76.7,78.4,88.5,55.2,53.8,55.6,0.1151,5086.62776073134,0.847154783885961,0.17720583,5.37989674024132,8.68540523096711,9.875,9.86,9.33416666666667,7.65336695156695,10,7.52428235291298,4.6228365255418,6.29612828676887,6.27520435327012,6.39078541504577
"28","ARG",2006,"Argentina","Americas","Latin America & the Caribbean",39273117,67.9,96.3,67.2,79.1,92.2,75.9,76.4,69.9,69.6,27.5,23.5,77,78.1,88,55.2,54.4,56.7,0.1008,5890.97800169795,0.788233877461469,0.20927202,5.37989674024132,8.26873856430045,9.875,9.86,9.33416666666667,7.51334415954416,10,7.288331888771,4.5383005289584,6.47104580000228,6.41808340573148,6.03166650854246
"29","ARG",2007,"Argentina","Americas","Latin America & the Caribbean",39680584,68.1,96.3,68,78.3,91.7,78.5,76.6,69.3,70.5,28.3,23.7,76.2,77.5,88.1,55.2,53.7,58.3,0.0847,7210.59554755899,0.792548175031362,0.25946632,5.36696798091247,8.68540523096711,9.875,9.86,9.05638888888889,7.51774985754986,10,7.12666392326037,4.53350911588152,7.31450307117032,6.51786884150939,6.07422935003325
"30","ARG",2008,"Argentina","Americas","Latin America & the Caribbean",40071639,68.3,96.3,67.9,78.1,92.2,78.5,76.7,69.1,70.8,28.8,27.5,74.9,78,87.6,55.5,53,60.2,0.0784,8977.50685093365,0.762756475390461,0.28112623,5.33529645564572,8.55445285001473,9.92458333333333,9.845625,9.193125,7.42470512820513,10,7.00219996806828,4.58083735818472,6.98661321585647,6.53760122233324,5.9748990177457
"31","ARG",2009,"Argentina","Americas","Latin America & the Caribbean",40475899,69.3,96.3,65,79.7,92.6,77.7,76.9,70.1,70.4,30.4,34.2,80.6,79.5,88,56.8,53.1,64.3,0.0865,8184.38988923991,0.886508576686385,0.34,5.33529645564572,8.55445285001473,9.92458333333333,9.845625,9.180625,7.42100512820513,10,6.41493799137717,4.60861648225165,7.06522988286204,6.17984266179004,5.80241985018248
"32","ARG",2010,"Argentina","Americas","Latin America & the Caribbean",40892778,69.9,96.3,68.8,80,93.4,77.7,77.1,70.5,70.9,32,34.7,83,78.7,87.8,56.8,54.3,64.2,0.0771,10385.9644319555,0.814878105497939,0.45,5.33529645564573,8.55445285001473,9.92458333333333,9.845625,9.07,7.29873987193569,10,6.58620387796948,4.49150984423917,6.64667574166294,5.88830061741272,5.38832285255754
"33","ARG",2011,"Argentina","Americas","Latin America & the Caribbean",41307468,70.3,97.3,68.8,80.4,93.8,77.1,77.3,70.7,71.1,34.9,39.6,81.9,78.1,86.5,56.8,56.1,63.9,0.0718,12848.7404762598,0.764287094036749,0.51,5.34785648932696,8.55445285001473,9.92791666666667,9.845625,9.07,7.33007890327472,10,6.3459765354979,4.43417158393025,6.95576079441045,5.52275233488099,5.69692816102653
"34","ARG",2012,"Argentina","Americas","Latin America & the Caribbean",41734012,70.7,97.3,67.4,80.5,93.8,77.1,77.5,70.9,71.2,37.1,46.4,80.1,78.5,86.8,57.1,55.2,65.6,0.0722,13082.664325572,0.784824721019786,0.558,5.2500217065733,8.55445285001473,9.92791666666667,9.845625,9.07,7.24930084059666,10,6.15319554459086,4.36303600692734,6.60776276582725,3.383402082753,5.92733196813022
"35","ARG",2013,"Argentina","Americas","Latin America & the Caribbean",42170718,71.1,97.5,68.3,80.7,95,76.1,77.6,71.3,71.2,39.8,48,79.5,78.3,86.6,57,54.7,66.2,0.071,13080.2547323367,0.837736430159436,0.599,5.29349173891727,8.54011176784125,9.92791666666667,9.845625,9.10354166666667,7.94983987193569,10,5.97012779167733,4.32604308077483,6.27074905817297,3.27832573516722,5.7274004114864
"36","ARG",2014,"Argentina","Americas","Latin America & the Caribbean",42605820,71.9,97.3,68.4,81.7,96.2,76.3,77.7,71.9,73.8,42.9,45.5,84.4,78.4,87.5,57.1,54.9,66.9,0.0727,12334.7982453893,0.878100919364039,0.647,5.53509982861496,8.54730999287188,9.92791666666667,9.01229166666667,9.10354166666667,7.99533987193569,10,5.72653314604584,4.3777235318108,4.82934703496014,3.14299065643513,5.5935910873168
"37","ARG",2015,"Argentina","Americas","Latin America & the Caribbean",43042287,72.9,97.4,68.2,81.4,96.7,76.5,77.8,71.8,75.8,47,45.5,85.3,78.4,86.6,57.2,58,68.3,0.07524,13789.060424772,0.850128583186764,0.6804306,5.74479102691142,8.61436997614027,9.92791666666667,9.01229166666667,9.07833333333333,7.35710512820513,10,6.05217751301109,4.51223309239952,6.59602914630827,3.3788760363417,5.77166178129763
"38","ARG",2016,"Argentina","Americas","Latin America & the Caribbean",43471844,72.1,97.3,68.7,81.3,96.2,76.3,77.9,72,75.5,47.4,43.1,81.7,78.1,87.4,57.3,58.8,65.1,0.08109,12790.2640639201,0.813140077928875,0.7096898,5.74479102691142,8.69406584238358,9.82333333333333,9.01229166666667,9.33270833333333,7.51255555555556,10,6.04800156663692,4.69926959639415,5.62567152313598,6.17413762705015,5.56040523987496
"39","ARG",2017,"Argentina","Americas","Latin America & the Caribbean",43864639,72.9,97.5,69.9,80.1,95.5,77.7,77.9,72.6,74.5,52.4,47.5,82.9,78.2,87.3,57.3,61.3,66.2,0.0835,14613.035714704,0.856137916373543,0.7429491,5.80867633077843,8.37150747508306,9.90791666666667,9.845625,8.86888888888889,8.21377777777778,10,6.16016521259087,4.74264926844971,6.49162536107659,6.31379247180118,5.94994432646518
"40","ARG",2018,"Argentina","Americas","Latin America & the Caribbean",44244593,73,96.8,68.1,80.8,95.9,78.7,77.9,72.8,74.2,53.7,46.6,83.1,78.3,88.9,59.1,62.7,62.9,0.0922,11795.1628852236,0.732300347538541,0.777,5.70645264347825,8.43673156995642,9.91,9.859375,8.95951388888889,8.20444444444444,10,6.38240010990772,4.82045238670134,4.91911024667972,7.47963558755036,5.83117869537785
"41","ARG",2019,"Argentina","Americas","Latin America & the Caribbean",44582599,73,96.1,69.5,81.5,97.2,79.6,77.9,73,74,53,38.2,85.7,78.1,89,59.2,64.1,63.5,0.0984,9963.67423069626,0.699696134379197,0.799,5.57428884494065,8.4043625876963,9.76083333333333,9.859375,8.95951388888889,8.20544444444444,10,6.5478855013395,4.79754766097585,3.87903111872227,5.97555949418201,5.99426497128306
"42","ARG",2020,"Argentina","Americas","Latin America & the Caribbean",44908441,72.7,95.9,68.9,80,97.9,80,77.9,73,73,52.8,41.1,80.9,78.1,89.4,59.1,62.5,64.1,0.1146,8496.428156755,0.734492612232545,0.855,5.72559577033746,8.50489830198202,7.8575,9.87375,9.18888888888889,8.38984444444445,10,6.48376785428068,4.79645385621768,4.51601768308854,3.08690677646049,5.49053842451778
"43","AUS",2000,"Australia","Oceania","Oceania",18903313,70.7,99.7,63.3,90.5,71.7,72.2,93.8,70.6,85.6,77.6,80.9,82.2,47,3.4,59.3,85.1,66.2,0.0628,21853.4499933573,1.82984191251005,0.46756115,7.79722083469872,9.66819515243539,9.83041666666667,9.72875,9.63520833333333,9.79183333333333,9.875,6.63651152294987,8.56408714082059,9.47232782407858,8.04240553517195,8.17504625506037
"44","AUS",2001,"Australia","Oceania","Oceania",19132613,70.9,99.7,62.9,91,74.5,72.2,93.8,71.1,85.4,78.5,80.9,82.2,47.5,3.1,59.2,85.2,66.2,0.0674,19681.6450326534,1.87009387891872,0.52689266,7.79722083469872,9.68241323420957,9.83041666666667,9.72875,9.62291666666667,9.79183333333333,9.875,6.56395006765464,8.52707654671991,9.44079507285884,8.03367209409037,7.96462283658073
"45","AUS",2002,"Australia","Oceania","Oceania",19363672,71.4,99.7,63.4,91.2,74.5,73.5,93.8,71,85.6,79.1,80.9,82.2,46.5,3.1,60.1,85.1,66.6,0.0637,20290.7804189053,1.87396462061393,0.552669495,7.79722083469872,9.67101055529089,9.83041666666667,9.72875,9.54041666666667,9.74774162257496,9.875,6.60407718805943,8.51172369439003,9.52114237844644,7.94188335568477,8.30766621838794
"46","AUS",2003,"Australia","Oceania","Oceania",19588016,70.9,99.7,57.3,91.7,73.9,73.6,93.8,70.4,85.8,79.1,80.9,82.3,45.8,2.8,60.1,85.2,66.5,0.0593,23705.9072163917,1.84628968871455,0.57844633,7.79722083469872,9.69253431683964,9.83041666666667,9.72875,9.54041666666667,9.79183333333333,9.875,6.59685512793668,8.45527554564003,9.58267727865329,7.9177166890181,8.42416221802333
"47","AUS",2004,"Australia","Oceania","Oceania",19809982,71.4,99.7,63,91.8,74.2,73.3,93.8,70.3,86,79.5,81.5,82.4,45.1,2,60.1,85.3,66.8,0.0539,30819.9934867745,1.82741076940486,0.604223165,7.79722083469872,9.724122527666,9.83041666666667,9.72875,9.54041666666667,9.79183333333333,9.875,6.74992777511253,8.27565934737209,9.54408301499734,7.77026529336674,8.44608128046103
"48","AUS",2005,"Australia","Oceania","Oceania",20040130,71.5,99.7,61,92.1,74.7,73.4,93.8,69.9,86.2,81,81.5,82.5,45.1,2.1,60,85.3,66.7,0.0503,34460.5429970479,1.80249267959937,0.63,7.79722083469872,9.75816177876731,9.83041666666667,9.72875,9.54041666666667,9.79183333333333,9.875,6.7619561601031,8.52636042116569,9.54652906591931,7.43423865821695,8.59613249466502
"49","AUS",2006,"Australia","Oceania","Oceania",20303331,71.7,99.7,62.6,92.3,74.8,73.7,93.8,69.9,86.3,82.7,81.5,82.6,45,2,60.2,85.3,66.4,0.0478,36570.7630699009,1.82233092604478,0.66,7.79722083469872,9.74564520545168,9.83041666666667,9.72875,9.54041666666667,9.74223015873016,9.875,7.07225916074398,8.53752019412845,9.4137340590169,7.45537060866577,8.58893054339577
"50","AUS",2007,"Australia","Oceania","Oceania",20630729,71.5,99.7,56.1,92.4,75,74.8,93.8,70.1,86.4,83.3,81.5,82.3,44.7,1.9,60.8,84.5,66.6,0.0438,41023.7548562293,1.81227323422698,0.6945,7.79722083469872,9.76722224492785,9.83041666666667,9.72875,9.54041666666667,9.79183333333333,9.875,7.14041753179161,8.54787402474029,9.42768085884019,7.49985532276126,8.62658392344017
"51","AUS",2008,"Australia","Oceania","Oceania",21030927,71.5,99.7,57.8,92.6,75,75.1,93.9,69.7,86.5,84.4,78.2,81.6,45.2,2.2,60.9,84.7,66.7,0.0423,49681.2190739771,1.79668808931838,0.7167,7.79722083469872,9.76117967156187,9.78666666666666,9.884375,9.54479166666666,8.88935515873016,9.875,7.09779628145536,8.43812900641451,9.30425907640083,7.45312431841493,8.60578235015566
"52","AUS",2009,"Australia","Oceania","Oceania",21464819,71.8,99.7,59.4,92.7,75.2,75.6,93.9,69.9,85.9,84.8,78.2,81.7,45.8,2.6,61.6,84.9,67.9,0.0556,42810.4658391817,1.92393833394007,0.7425,7.79722083469872,9.76308481666274,9.78666666666666,9.884375,9.54479166666666,9.72268849206349,9.875,6.95795771019453,8.3475221928643,9.49715657178993,7.48977418912426,8.48338858648557
"53","AUS",2010,"Australia","Oceania","Oceania",21856965,72.2,99.7,58.9,94,75.3,74.5,93.9,70.4,85.9,84.9,79.2,84.6,45.1,3.3,61.7,85.1,68.4,0.0521,52132.469607935,1.85292825768668,0.76,7.75642007924742,9.78714066794263,9.76083333333333,9.884375,9.63104166666667,9.77229166666667,9.875,6.95435161397028,8.2619503941995,9.33927258540649,7.4974351879128,8.48567768187004
"54","AUS",2011,"Australia","Oceania","Oceania",22181372,72.2,99.7,59.9,94.1,74,74.6,93.9,70.7,85.8,88.5,79.2,82.5,44.5,3,62,84.8,67.9,0.0508,62598.6866176979,1.75565694660719,0.794877,7.75642007924742,9.7785778866742,9.76083333333333,9.884375,9.63104166666667,9.77229166666667,9.875,7.01889741945825,8.22197431418804,9.37831103355769,7.63229927855916,8.37919463535867
"55","AUS",2012,"Australia","Oceania","Oceania",22532696,72.5,99.6,60.6,94,74.2,74.7,93.9,70.6,85.8,90.8,79.2,84.4,44.5,3.3,62.2,84.9,67.4,0.0522,68047.3781775015,1.67096396538491,0.79,7.67838301306266,9.78416561842743,9.73666666666667,9.884375,9.63104166666667,9.77229166666667,9.875,6.99849054585821,8.12726505035156,9.59635182378468,7.73418284370727,8.24869241488905
"56","AUS",2013,"Australia","Oceania","Oceania",22925842,73.7,99.6,58.4,94.4,89.7,77.5,93.9,71.1,85.6,91.7,79.2,85,44.9,4.4,62.7,83.9,67.6,0.0566,68156.3861047269,1.63918019954461,0.834535,7.8802358690867,9.782330152995,9.73666666666667,9.8525,9.56770833333333,9.67766666666667,10,6.87883281973068,8.19983072445473,9.40719599683581,7.67142161993485,8.41101471788371
"57","AUS",2014,"Australia","Oceania","Oceania",23297721,73.9,99.5,58.4,94.6,91,77.4,93.9,71.7,85.4,91.8,76.5,84.5,45.4,6.5,63,83.6,69.1,0.0608,62515.3148315008,1.77305887756791,0.84,7.89390643734557,9.74890244908628,9.69041666666667,9.8525,9.56770833333333,9.67766666666667,10,6.75437568747258,8.32554085270202,9.4610213136094,7.8319922927068,8.75329596386894
"58","AUS",2015,"Australia","Oceania","Oceania",23641438,74.5,99.6,57.8,95.2,92.9,78.1,93.9,71.3,84.8,90.9,76.5,86.7,46.4,11.1,62.9,85.1,69.9,0.0605,56708.96119674,1.9536335918401,0.8456052,7.77627878023179,9.7847410226148,9.66166666666666,9.8525,9.520625,9.66049494949495,10,6.77625428021097,8.34743476774811,9.50029459445647,7.78427626494632,8.59312612769891
"59","AUS",2016,"Australia","Oceania","Oceania",23999035,75,99.6,57.3,95.3,94.7,79.5,93.9,71.7,85,91.2,80,85.6,46.3,11.7,63.5,84.9,69.8,0.0571,49876.7123761245,2.0885308793071,0.8654,7.77627878023179,9.78554776101244,9.68958333333333,9.8525,9.520625,9.711,10,6.88403686488219,8.309043111698,9.66134069770329,7.78894334451994,8.59864259696962
"60","AUS",2017,"Australia","Oceania","Oceania",24392368,75.3,99.5,60.4,95.6,92.8,79.7,93.9,72,86.6,91,80,87.7,46.1,10.5,63.6,84.9,70.1,0.0559,53934.1543741253,2.00423407657625,0.8654505,7.75580467631476,9.67243384572994,9.745,9.8525,9.580625,9.711,10,6.87395119410162,8.30967670475625,9.58333049300545,7.82430070563105,8.66782822663503
"61","AUS",2018,"Australia","Oceania","Oceania",24788299,75.1,99.3,57.5,95.5,92.6,79.9,93.9,72.1,86.1,91.5,77.9,85.3,46.8,14.1,64,84.8,69.9,0.053,57206.9906696898,1.89567007851003,0.876,7.75018679238659,9.71491766958144,9.74375,9.8525,9.580625,9.660625,10,6.8458916044779,8.30030564896034,9.64352899627724,7.94069479473534,8.70600348177301
"62","AUS",2019,"Australia","Oceania","Oceania",25170161,75.2,99.3,57,95.6,91,81,93.9,72.2,85.9,91.8,77.9,87,46.7,14.6,64.2,84.4,70.4,0.0516,54941.0657202842,1.88104345418486,0.886,7.62669607880625,9.73367524916944,9.75833333333333,9.8525,9.149375,8.98041666666667,10,6.53849116158725,8.29698868312701,9.55492516333704,7.95260590584645,8.52224306781957
"63","AUS",2020,"Australia","Oceania","Oceania",25544179,75.4,99.3,56.7,95.4,89.6,81.1,93.9,72.2,84.1,92.2,79.2,89,46.7,16,64.1,83.7,71.9,0.0646,51722.0690001531,2.01064009885885,0.896,7.40963188904523,9.75890365448505,6.40625,9.859375,9.40354166666667,9.090625,10,6.0913213312573,8.33675490604368,9.55766002099666,7.91838710240352,8.27296745621239
"64","AUT",2000,"Austria","Europe","Western Europe",8001197,78.6,99.7,71.6,83.9,98.2,69.9,92.2,81.8,82.9,67.3,95,86.2,47.1,55.5,70.3,90.6,64.9,0.0469,24625.6007227434,0.98031858008593,0.33730133,7.64941487662452,9.70250481382102,9.92041666666667,9.694375,9.03125,8.98016666666667,9.875,5.37341274699769,8.05834662301057,9.6278372330951,9.19820211551904,7.59585741940827
"65","AUT",2001,"Austria","Europe","Western Europe",8019660,78.8,99.7,72.9,84.7,97.5,70.2,92.2,81.2,83.3,69.3,95,86.2,47.8,54.7,70.6,90.6,64.9,0.0401,24558.7636778868,0.908240040709509,0.3918545,7.64941487662452,9.72456329467998,9.92041666666667,9.694375,9.03125,8.98016666666667,9.875,5.42490819280093,7.96419516924228,9.57774708812926,9.09198339719676,7.37060517069093
"66","AUT",2002,"Austria","Europe","Western Europe",8059591,78.5,99.7,72.6,84.9,96,70.5,92.2,80.7,82.8,69.3,95,86.2,45.3,54.4,70.7,90.7,64.9,0.0485,26527.5930910347,0.88352783657309,0.3656,7.64941487662452,9.73406380538706,9.92041666666667,9.694375,9.03125,8.92872633744856,9.875,5.3779380632991,7.80677984689292,9.62854676461635,9.04621794871795,7.68262253528566
