"","population","overallscore","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal13","goal15","goal16","goal17","unemployment.rate","GDPpercapita","MilitaryExpenditurePercentGDP","internet.usage","pf_law","pf_security","pf_movement","pf_religion","pf_assembly","pf_expression","pf_identity","ef_government","ef_legal","ef_money","ef_trade","ef_regulation"
"446",15939472,71.9,94.5,71.2,81.3,92.1,56.9,89.2,83,74.5,29.5,16.2,85.3,79.8,83.1,60.3,75.7,71.5,0.1016,6185.51479184893,2.71229040717924,0.2817791,6.62798277734638,9.32264589686605,9.95583333333333,9.86625,9.5225,9.12546666666667,9.375,7.56577167472919,6.27421542811929,9.15639762863617,8.77033154528247,7.38771513751454
"447",16096459,72.1,94.5,71.7,81.9,92.1,58.3,89.3,83.4,74.9,30.2,16.2,85.3,79.7,82.9,60.4,76.1,70.6,0.0934,7561.8305480446,2.53476299282486,0.31175346,6.62798277734638,9.2760932212451,9.95583333333333,9.03291666666667,9.5225,9.12546666666667,9.375,7.5882284019875,6.62039344430676,9.57291720694964,8.58560346935783,7.51509344758194
"448",16254163,72.5,94.5,71.4,81.8,92.1,58.5,89.5,84.2,75.1,31.3,22.1,85.3,79.4,82.7,60.3,76.8,69.9,0.0902,9418.0627175215,2.50608214331462,0.3449775,6.62798277734638,9.26452815763058,9.95583333333333,9.03291666666667,9.5225,9.08511519274376,9.375,7.64561420099375,6.77319445134484,9.33027221168538,8.72246655736362,7.45818560235367
"449",16414986,72.4,94.5,69.6,82.3,92.1,58.6,89.7,82.5,75.4,31.7,22.1,84.5,78.5,82,60.2,77.8,70.6,0.0843,10461.3660887507,2.33098063414723,0.359,6.62798277734638,9.2516741468994,9.95583333333333,9.03291666666667,9.5225,9.08511519274376,9.375,8.00045305368278,6.89074732140216,9.11364992950113,8.80240183910583,7.41698796263996
"450",16576091,72.5,94.5,69.3,82.8,92.4,58.4,89.9,82.8,74.8,32.6,22.1,81.7,78.1,82.1,60,78.9,72.6,0.0929,10783.1708210632,2.58365225907913,0.373,6.65610690690215,9.3163496094843,9.95791666666667,9.8575,9.50708333333333,9.11886666666667,9.375,7.9469589677833,6.94766672271494,8.84867182576911,8.80775607288281,7.34090513078034
"451",16746832,73.1,94.5,68.8,84.2,91.5,58.4,89.9,83.9,73.8,33.5,22.5,88.2,79.3,82.7,60.5,78.4,74.5,0.1131,10182.8605646819,2.27650786809373,0.4156,6.65610690690215,9.28137574412139,9.95791666666667,9.8575,9.495625,9.07351519274376,9.375,7.868981727841,6.95287479956893,9.33125499204327,8.37064717033376,7.15198661240738
"452",16920062,73.2,94.5,71.8,85,92.7,58.7,89.8,81.3,75.4,34.8,22.5,84.2,79.3,82.2,60.5,79.3,74,0.0841,12767.7820406263,2.25424091461721,0.45,6.73076953630201,9.36278746951111,9.95791666666667,9.8575,9.50625,9.78553333333333,9.375,7.97060378265748,6.87515802268732,9.31186202328725,8.27514961387812,7.60673916765727
"453",17088262,73.4,96.4,72.4,85,92.2,58.5,89.6,82.1,75.9,37.8,23.9,80.9,78.9,79,60.4,80.7,73.7,0.0732,14628.5724573037,2.2636127719888,0.52249607,6.73076953630201,9.28664294462682,9.95791666666667,9.8575,9.39615740740741,9.74018185941043,9.375,8.03995464016669,6.85046077753784,9.24059568268719,8.16244503079237,7.79010008479847
"454",17258884,74.4,100,70.1,85.2,93.3,58.8,89.5,83.1,76.3,42.5,23.9,84.1,79.3,82.8,60.2,81.2,75.2,0.0664,15406.4928361503,2.04588025146131,0.5505,6.46922887950558,9.46485867215097,9.95791666666667,9.8575,9.39615740740741,9.75898185941043,9.375,8.04535091650196,6.85677305223603,9.14366971564198,7.97844372604355,7.50251438574232
"455",17424658,75,100,71.6,85.5,92.5,65.1,89.4,83.1,76.5,44.3,24.2,84.8,79.5,82.8,61,78.9,75.6,0.062,15833.2759194461,1.99462247217943,0.58,6.5043994360187,9.4573454602419,9.96041666666667,9.873125,9.34740740740741,9.53675963718821,8.125,8.10324213551823,6.82974544810309,9.05067963657299,7.9720506653588,7.44363620716
"456",17595191,75.4,100,70.7,86.6,94.8,65.7,89.2,81.8,79.6,47.7,24.2,81.6,79.4,84.4,60.9,79.9,76.4,0.0665,14666.3431168586,1.96710687686468,0.6111,6.67672153003578,9.29216642170225,9.96041666666667,9.873125,9.34740740740741,9.53675963718821,8.125,8.03613808376907,6.8472697248909,8.88973512001216,8.43310418747489,7.32131186199445
"457",17779025,76,100,71.7,87.4,94.6,65.8,89.1,80.8,80.4,51.2,27.1,82.5,79.3,85.7,60.9,78.4,77.3,0.0649,13569.9481274733,1.90962335490079,0.7662959,6.51610405376347,9.36617109634551,9.96041666666667,9.873125,9.66854166666667,9.54854444444444,8.125,8.01235776646354,6.77720278662278,9.38503267498464,8.17920553524806,7.2329604658846
"458",17961223,76.4,100,71.9,87.7,95,66,89.2,80.8,80.3,52.6,27.1,83.8,79.3,85.7,60.7,77.9,78.9,0.0673,13785.6875977318,1.92415844831483,0.83558586,6.51610405376347,9.35205544137005,9.96041666666667,9.873125,9.63666666666667,9.54854444444444,8.125,7.95296674146498,6.7506178422441,9.45062447581598,8.2202979416546,7.22123349660105
"459",18206536,76.9,100,71.7,87.5,94,66.5,89.4,80.5,82.5,64.2,26.2,84.6,79,84.9,60.5,75.1,79.5,0.0695,15045.5278507601,1.94059253045695,0.82327484,6.59409260761489,9.22839918605278,9.96041666666667,9.873125,9.63666666666667,9.7945,9.375,8.05556491424908,6.70033907497474,9.65910342885188,8.25159359914704,7.10004091080357
"460",18530618,77.4,100,72.4,88,93.7,70.5,89.4,81.4,82,68.9,26.2,85.7,78,82,60.5,76,80.4,0.0721,15795.7081412484,1.87761395663911,0.849,6.53057131344906,9.08398674739142,9.96041666666667,9.873125,9.46916666666667,9.77133333333334,9.375,8.05200226171457,6.677548894594,9.72516408674296,8.16960735671114,7.14074155112343
"461",18872283,77.6,98.6,72.5,87.8,95.7,71,89.4,81.3,81.9,70.7,26.2,86.7,77.9,81.5,60.6,75.1,81.9,0.0727,14627.14501648,1.86200539727185,0.861,6.39190393625773,8.7291796250958,9.96041666666667,9.873125,8.74625,9.6054,9.375,7.81906868087835,6.62311310619939,9.68610998038456,8.15779877750981,7.02830900780645
"462",19206688,77.4,94.1,71.1,87.9,97.7,70,89.4,81.3,80.1,73.7,25.5,86.3,77.9,82.3,61.4,73.1,83.7,0.1114,13165.3863429858,2.09077465277936,0.883,5.97695035635545,8.86792962509579,6.27541666666667,9.87625,8.87395833333333,9.65516666666667,9.375,7.68024515146658,6.6780750041038,9.37636318869374,7.37420048486064,6.67028431644843
"463",1259610155,62.2,61.2,75,63.4,98,71.2,57.2,48.9,75.1,41.9,29.6,64.2,89.3,91.5,50,53.4,29.8,0.0326,959.360412054851,1.83575968454189,0.017759132,4.53726182465852,8.74765406038575,4.45208333333333,2.499375,1.89717592592593,3.97331997105973,10,3.58595588235294,4.61229428815823,8.23621351791563,6.12383652821544,4.9809919599034
"464",1268587983,62.4,61.2,75.5,64.1,98,71.5,57.5,50,74.8,42.3,29.6,64.2,89.3,91.4,49.9,53.4,29.7,0.038,1053.11227201705,1.98308624365796,0.0263965,4.59287894311888,8.76458128689359,4.45208333333333,2.499375,1.89717592592593,3.95810830647684,10,3.59919117647059,4.83318318577671,8.36636880987484,6.43584791972408,4.65332545430526
"465",1276891180,62.5,61.2,75.5,64.5,98,71.8,58.3,50.4,74.5,43,29.6,64.3,89.1,90.6,50.1,53.4,30,0.0424,1148.51418772689,2.05936465293746,0.045957046,4.65301590807006,8.34766391614512,4.45208333333333,2.499375,1.99717592592593,3.56028148715463,10,4.50950115536768,4.83108899992293,8.34312268164227,6.24440644337902,4.80638161939806
"466",1284961061,62.5,61.2,75.6,65.3,98,71.3,59.1,50.1,74.3,43.6,29.6,64.4,88.9,89.3,50.4,53.4,30.2,0.0458,1288.63754323945,1.99628893565843,0.062,4.66923999698725,8.44672134880355,4.45208333333333,2.499375,1.99717592592593,3.64939958744828,10,4.52957989009239,4.95642550855039,8.29238966219953,6.22357311004568,4.95762777187167
"467",1292785672,62.7,61.2,76.9,66.1,98,71.6,59.8,50.7,74.4,44.4,29.6,64.4,88.6,88.6,50.4,53.4,30.3,0.0449,1508.66794598726,1.93850823279804,0.073,4.65301590807006,8.44510569271774,4.45208333333333,2.499375,1.99717592592593,3.5043096142505,10,4.37683521582876,4.87402585621123,8.08310772915276,6.22593775879445,4.60877437192357
"468",1300847750,63,61.2,77.4,67.9,98,71.9,60.6,51.2,74.4,45.5,31.1,62.2,88.5,87.4,50.3,53.5,31.2,0.0452,1753.41426293188,1.87185802294835,0.08523257,4.71748612422137,8.0678839897332,4.45208333333333,2.485625,1.90759259259259,3.26019840287316,10,4.46814079362185,5.0225178978793,8.17251059755519,6.21505682851872,5.19513935230698
"469",1308927373,63.2,61.2,78,69.7,98,72.2,61.1,52,74.4,46.2,31.1,62.3,88.2,86.3,50.9,53.6,31.4,0.0443,2099.21934229104,1.8695916362794,0.10523152,4.71748612422137,8.5178404846288,4.45208333333333,2.485625,1.90759259259259,3.14937021761014,10,4.41056065232368,5.17952933401822,8.12262360646113,6.24468701775495,5.43199449099953
"470",1317245762,63.8,61.2,78.3,71.1,98,72.7,61.8,53.3,74.5,47.2,31.1,62.3,88.2,85.4,50.8,53.6,37.5,0.0435,2693.95855454419,1.75016458545192,0.16,4.73343204071486,8.53911489974861,4.45208333333333,2.485625,1.90759259259259,3.05147555243761,10,4.55063993010612,5.44967736097811,8.02689286456929,6.29416456492485,5.65566391892263
"471",1325780685,63.8,61.2,79.6,72.1,99,73.3,62.3,54,74.3,48.8,28.2,62.4,88.2,84.6,50.6,53.7,34.8,0.0459,3468.32706307504,1.71604254580499,0.226,4.73343204071486,8.71264272330134,4.48541666666667,2.37625,1.92905092592593,3.06034330507697,10,4.56648802833003,5.5048181272409,7.98341990674657,6.30281755998792,5.55257083772764
"472",1334553612,63.9,61.2,79.6,72.1,99,73.6,62.9,55,74.3,50.9,28.2,60.9,88.1,83.9,50.4,53.7,36.2,0.0472,3832.2274278698,1.89352379603523,0.289,4.66923999698725,7.96753481508089,4.51041666666667,2.37625,1.92905092592593,3.20740131834107,10,4.46619391201409,5.45082583436561,7.99237746682747,6.30947163218619,5.98119775787938
"473",1343697578,64.4,61.2,80.2,75,99.1,73.8,63.5,56,74.4,52.5,27.2,63.3,88,82.7,50.3,54.6,35.9,0.0453,4550.47392427081,1.73351986212832,0.343,4.66384008398688,8.01053531800098,4.51041666666667,2.42125,1.94905092592593,3.07908819113695,10,4.58345765509322,5.39193172481521,7.89367817208237,6.28527507116616,5.94696487164118
"474",1352685158,65.3,69.7,80.8,75.8,99.4,74.3,64,56.8,74.3,54.6,29,62.9,87.8,80.8,50.4,55.1,35.7,0.0455,5614.38573851229,1.65908251595704,0.383,4.68001581570284,7.99889181734663,4.51041666666667,2.3825,1.94905092592593,3.08784631827644,8.75,4.8986579739634,5.27973533524365,7.77729626283216,6.22053793482508,6.03794846874513
"475",1361505803,66.2,73.8,81,76.5,99.4,74.7,64.5,58.2,74.3,57.5,29.3,65.9,87.7,80.5,50.2,55.5,36.9,0.0458,6300.58235236313,1.70094267160117,0.42300117,4.14953167514976,8.38044160941356,4.51041666666667,2.3425,1.92530092592593,3.32806244199317,8.75,4.9757248879037,5.21875739981633,7.91869016627141,6.29809928764309,6.14309719142319
"476",1371615833,67.1,84,81.5,77.2,99.4,75.3,65.1,59.7,74.3,59.3,32.8,65.2,87.6,80.1,50.3,53.7,36.7,0.046,7020.38568208449,1.7143409229625,0.458,4.41082483900367,8.34373521608228,4.42125,2.188125,1.78071759259259,3.13146489061246,8.75,5.00587062912141,5.13981328983996,8.07121761625585,6.33323501628692,6.26556496052283
"477",1380584782,68,87.1,81.8,77.8,99.4,75.8,65.8,61.1,76.6,63.2,33.5,67.6,87.7,80,50.1,53.4,40.7,0.0463,7636.07422276004,1.73840928794394,0.479,4.65084123577055,8.12879162323065,4.42125,2.15125,1.82634259259259,2.82643892311538,8.75,5.09272775584239,5.12900116998066,8.20469028596237,6.37901613818213,6.24017259448365
"478",1389794555,68.9,90.3,82.2,79.9,99.4,76.4,66.4,62.2,76.6,65.5,34.4,68,87.7,80.4,50,54.9,41.3,0.0465,8016.44601585644,1.77677106896806,0.503,4.70481805079491,8.05054222825876,4.46708333333333,1.81375,1.57009259259259,2.62685566891536,8.75,5.13966117597954,5.25022550912485,8.24794044907265,6.29178727484384,6.22468120208779
"479",1397636342,69.4,92.4,82.1,80.3,99.4,76.6,67,63.6,76.6,68.1,34.5,70.9,87.5,80.7,49.9,55.4,40.8,0.0456,8094.39037512163,1.7688865902507,0.532,4.70481805079491,8.06944774289564,4.46708333333333,1.710625,1.57009259259259,2.7245538480163,8.75,5.04361609003274,5.19757997690725,8.42975911952782,6.35729115597621,6.22909758216844
"480",1406143019,69.9,93.5,82.6,80.6,99.4,77.2,67.5,65,76.7,71.4,33.7,71.8,87.3,80.2,49.7,57,41.3,0.0447,8817.04549566316,1.71124264388853,0.543,4.77070532344939,8.4236541674598,4.40458333333333,1.444375,1.55759259259259,2.64823921190259,10,5.00415390515879,5.16565502938835,8.42881173475536,6.52386866592312,6.1589784213382
"481",1414408894,70.8,95.2,82.8,80.9,99.5,77.8,68,66.2,77.2,74.3,34.5,76.5,87.2,79.5,49.8,59.6,41.8,0.0431,9905.4061175104,1.67357820944542,0.592,4.44826050071493,8.46859371224602,4.40458333333333,1.266875,1.43717592592593,2.08599637643866,10,5.0286833169235,5.16962807710856,8.42220751665796,6.59341069848774,6.41769006797551
"482",1419730043,71.5,96.8,83.1,81.6,99.5,78.1,68.5,67.3,77,76.6,34.9,79.1,87,78.8,49.6,59.9,42.5,0.0456,10143.8602060373,1.68291101151296,0.6410984,4.32371281147532,8.51098485946877,4.285,1.085625,1.38946759259259,2.05096851045969,10,5.0208345774277,5.15140986040268,8.40650304486657,6.71213538118606,6.3345239814593
"483",1423998019,71.6,96.5,83.3,83.1,99.5,78,69,67.7,76.6,78.4,34.9,79.5,87,78.5,49.4,59.8,40.8,0.05,10408.7191247747,1.75669947098837,0.7005276,4.23251336837636,8.47706609850667,3.91166666666667,1.268125,1.31946759259259,2.07999472654207,10,4.9708345774277,5.12092585472948,8.43904471639114,6.56400119276582,6.24220106920453
"484",14893826,47.9,37.2,50.4,17.7,37.3,32.8,51.7,36.1,60.8,11.1,42.7,36.4,96.1,98.5,59.3,36.4,43.1,0.07591,700.163236203967,1.32474886472414,0.0025212008,3.45095313028323,8.40592625785204,8.17416666666667,9.30125,5.88023148148148,4.28417557099038,5.125,6.82842003121153,3.03201048952721,6.77587168353883,4.82331111154877,5.59353694211835
"485",15289363,48.2,37.2,49.9,18.5,37.3,33.1,51.9,38,60.9,11.1,42.7,36.1,96.1,98.5,61.1,36,44.4,0.0746,706.98421727326,1.29036003475657,0.0027705133,3.44261677556462,8.15269408336199,8.17416666666667,9.30125,5.88023148148148,4.28417557099038,5.125,6.75194944297623,3.01058731651864,6.91946992340047,4.91997777821544,6.03798138656279
"486",15697143,48.4,37.2,50.9,19.5,37.3,35.1,52,33.3,61.3,11.2,42.7,36.8,96.1,98.5,61.1,35.6,44.5,0.06689,780.270553768691,1.33850675603337,0.0036087158,3.4123191979244,7.81397617660896,8.17416666666667,9.30125,5.88023148148148,4.51244383924821,5.125,6.85136120768211,3.00975400392672,6.89294287487687,4.95997777821544,6.02776721885438
"487",16130923,48.7,37.2,51.2,21.2,37.3,35.4,52.3,34.2,61.7,11.2,42.7,36.6,96.1,98.5,61.1,35.7,45.4,0.05903,976.519303225376,1.3838069976001,0.005876226,3.4123191979244,8.28036660483833,8.17416666666667,9.30125,5.88023148148148,4.70743087834098,5.125,6.87373505917185,3.01475204562403,7.1296374225129,4.95997777821544,6.02776721885438
"488",16577729,48.6,37.2,51.2,22.4,33.7,35.6,52.5,36,62.2,11.3,42.7,37.3,96.1,98.5,61.1,35.7,45.1,0.05111,1119.98086102815,1.4016038318718,0.009760754,3.4123191979244,8.29099160483833,8.17416666666667,9.30125,5.88023148148148,4.69866983215465,5.125,6.87276744237255,2.94568027756075,7.26759371835925,5.39127262938583,5.74686284173623
"489",17041085,49.2,37.2,53.3,23,33.7,35.8,52.7,36.4,62.6,11.3,42.7,39.5,96.1,98.5,62.9,35.7,44.7,0.044,1129.35797968829,1.14390062434822,0.014026542,3.43984518103916,8.37494993817167,8.17416666666667,9.30125,5.88023148148148,4.8142253877102,5.125,6.90141136077019,2.93218923227191,7.07051167662676,5.45603229885787,5.8338970491885
"490",17509256,49.6,37.2,52.9,24.8,32.5,36.3,53,38.8,63,11.4,42.7,40.2,96.2,98.5,62.9,35.7,44.5,0.03724,1177.96860540961,1.22979394296967,0.020287447,3.43984518103916,8.37494993817167,8.17416666666667,9.30125,5.88023148148148,4.75644760993243,5.125,6.93194944297623,3.06022108534742,7.01700031963361,5.52421388705658,5.98665785714142
"491",17993409,49.9,37.2,53.6,26.3,36.6,39.3,53.2,38.2,63.3,11.5,39.2,42.4,96.1,98.3,63.5,35.8,45,0.0306,1311.00296320709,1.24159299291596,0.0293,3.41505669747558,8.14077866203724,8.17416666666667,9.30125,5.88023148148148,5.00755872104354,5.125,6.64288218575061,3.12741703864998,7.09382958143933,5.42707488595319,5.98178110637785
"492",18510323,50,37.2,54.1,28,38.5,39.8,53.4,39.7,63.1,11.6,39.2,37.4,96.3,98.4,63.5,35.7,44.3,0.03418,1476.00907753289,1.2555907411193,0.034,3.40685391798831,8.34139023797941,8.17708333333333,9.255,5.85335648148148,4.73793993743731,5.125,6.35794298551046,3.01918865576715,6.841175777653,5.57534037062384,6.11861781945301
"493",19043839,50.6,37.2,55.3,28.6,39.5,40.2,53.6,39.2,62.9,11.7,39.2,40.8,96.4,98.3,64.5,36.8,44.8,0.03766,1445.86024801265,1.23383418917622,0.0384,3.46211977174523,8.04949002810069,8.17708333333333,9.21,5.85335648148148,4.72717027152545,5.125,6.73017543462103,2.98966281127456,6.74571651987051,5.81179990074996,6.5424800115769
"494",19594709,51.1,37.2,56.5,30.7,40.6,40.7,53.9,40,62.7,11.8,39.2,41.6,96.4,98.3,64.5,38.1,44.7,0.0411,1383.81386416854,1.28837517696819,0.043,3.40412608114291,8.20286745690798,6.45791666666667,9.25,5.85335648148148,4.5431828301621,5.125,7.58210709751096,3.03667908584968,6.80306800761843,5.78428948102907,6.51152639259763
"495",20161364,51.7,37.8,58.4,31.2,44.2,42.7,54.1,41.5,62.8,12,39.2,41.6,96.3,98.2,64.5,37.3,44.6,0.03967,1497.92658563929,1.13588889236589,0.05,3.38782455570089,8.3531449524071,6.45791666666667,9.25,5.85335648148148,4.51429394127321,5.6,7.24811840899175,2.98715888228369,6.78237340704169,5.71425890916489,6.69254226289744
"496",20736382,52.7,39.4,59.1,32.9,48.6,43.1,54.3,42.7,62.9,13.5,39.2,44.2,96.4,98.3,64.8,39.5,44.6,0.03817,1433.72392714331,1.17534857560788,0.075,3.40636335662629,8.36079924542123,6.45791666666667,9.25,5.78981481481482,4.57207171905099,5.6,7.13534594635309,3.04872588574329,6.91883020036545,5.6478536300259,6.64429398205899
"497",21328986,53.5,41.1,59.2,34,48.7,51,54.5,45,63,14,39.2,43.8,96.3,98.2,64.8,40.1,44.4,0.03675,1559.13904964956,1.16504114303499,0.1,3.68185642308322,8.35579924542123,6.37333333333333,8.19916666666667,5.55460648148148,4.78052383599055,5.6,7.1114985738761,3.08395950105907,6.94294682725228,5.582794174433,6.3402320206776
"498",21936714,52.9,42.8,59.6,34.2,49.1,53.8,54.7,44.8,62.7,12.1,23.1,43,96.4,98.1,64.8,41,44.9,0.0353,1631.71398553289,1.10497962306915,0.16214872,3.09167713291622,7.51615672243393,6.37333333333333,9.0325,5.55460648148148,4.69505845810808,5.6,7.24247390341411,3.13094927777477,7.21431852861437,5.16589552163829,6.3354293441134
"499",22662456,53.4,44.6,59.6,37,53.5,54.1,54.9,46.2,62.9,13,23.1,40.9,96.4,98.2,64.8,40.1,43.9,0.03546,1399.67533596847,1.09889864309409,0.183,3.02691825037176,5.74647425249169,6.37333333333333,8.19916666666667,5.52335648148148,4.5427886946268,5.6,7.30872648298344,2.87192098818526,7.12388666349597,4.92435112178479,6.23219175145128
"500",23362837,53.5,44.5,59.4,36.7,52.9,54.3,55.1,46.1,62.8,17.1,23.1,41.6,96.4,98.2,64.8,39.4,43,0.03572,1426.06548098045,1.14642434992604,0.206,3.02691825037176,6.42738976462489,5.84083333333333,7.64541666666667,5.00606481481482,3.48862068489645,5.6,6.81192497653012,2.81269782446808,7.14265818505621,4.99999363192238,6.46566769122171
"501",24060423,54,45.6,59.8,37.6,48.8,54.5,55.4,47.7,67.5,18.9,23.1,40.5,96.4,98.3,64.8,39.2,44.9,0.03598,1479.86222292155,1.13837382188187,0.23202972,3.09231200351996,6.68106163498747,5.36666666666667,7.60729166666667,4.91398148148148,2.88156274208678,6.225,6.81537423579786,2.77466451210517,7.22965741152935,5.06183410634279,6.39159450532084
"502",24725940,54.2,47.1,60.6,38.3,43.4,54.1,55.6,48.1,65.6,22.6,23.1,42.2,96.4,98.1,64.2,40.1,45.7,0.03609,1594.06010909489,1.07600981816736,0.297,2.78695737450817,6.11890985348354,5.33208333333333,7.41354166666667,5.00523148148148,2.41497777777778,6.215,7.23559350170586,2.81408428328715,7.22652013913028,5.11518979380807,6.51834608872679
"503",25427553,54.5,48.1,60.8,39,48.1,54.4,55.8,48.9,66.3,24.2,23.1,40.5,96.4,98.1,64.2,40.9,44.4,0.03629,1538.68791202148,1.06457837839838,0.335,2.78455230612767,6.2958612935594,5.47458333333333,7.43291666666667,4.82826388888889,2.10326097265102,6.215,7.23273635884872,2.76419251888764,7.15369839514711,5.12325806617759,6.69737717909275
"504",26137129,54.7,46.9,61,40.2,48.2,55.8,56,49.1,66.4,29.6,23.1,40,96.4,98.1,64.2,38.1,43.9,0.03947,1539.13054650019,0.96440732254506,0.378,2.7868970814226,6.3538891491014,5.45208333333333,7.48916666666667,4.80222222222222,2.15122763931769,6.215,7.19134140086552,2.75698286600773,7.1600241594366,5.06794524552,6.63363203788484
"505",47901635,44.4,0,46.7,20.1,24.9,33.6,43.1,33.5,58.4,8.5,42.5,32.5,97.8,99.6,66,38.3,30.8,0.02961,99.7572508320882,1.15815066378512,5.902114e-05,2.5496363356938,5.24553538518802,6.78083333333333,6.65229166666667,3.41444444444444,3.81555991442618,8,6.95471276810788,1.66415315066294,1.43088778319771,4.13702370826098,5.04326928078965
"506",49330999,44.4,0,46.6,20.4,24.9,33.8,43,33.6,58.4,8.5,42.5,32.6,97.8,99.6,66,38.3,30.8,0.02928,392.626333784131,0.220260772572306,0.00011475782,2.53334072465076,5.35058706471384,6.72208333333333,6.65229166666667,4.04055555555556,3.92995417141848,8,6.70498292465586,1.69225109624277,2.68088778319771,3.84300661424388,4.04675047974222
"507",50882315,44.4,0,46.1,20.1,24.9,34,42.9,33.5,58.4,8.5,42.5,32.7,97.9,99.6,66,38.3,30.8,0.02895,148.447123509623,0.440389085286326,0.000927907,2.53334072465076,6.41763379801335,6.72208333333333,6.65229166666667,4.31930555555556,3.88091648542915,8,6.87568010602698,1.71254574951167,3.27619075919307,6.39347464445819,4.60532674442011
"508",52441828,44.3,0,45.7,20.2,24.9,34.2,42.9,33.2,58.5,8.5,42.5,32.9,97.8,99.6,66,38.3,30.8,0.02873,168.944805273879,0.660517398000345,0.0013491483,2.53334072465076,5.41051213347509,6.72208333333333,6.65229166666667,4.87743055555556,4.2121952533873,8,7.46769488709276,2.11491300432359,4.5371894972607,6.54903020001375,4.55010228515819
"509",53969451,44.5,0,45.6,22.1,24.9,34.4,42.8,33.4,58.5,8.5,42.5,33,97.8,99.6,66,38.3,30.8,0.02857,167.981575409282,0.880645710714365,0.0019620837,2.58959151301379,5.86817911612976,6.72208333333333,6.65229166666667,5.30243055555556,4.35901144666217,8,6.83287531139166,2.27919393354738,5.46723744546609,5.28084908936777,4.26780378150247
"510",55661763,44.5,0,45.7,23.3,24.9,34.6,42.7,33.5,58.5,7.7,42.5,33.1,97.8,99.6,66,38.3,30.8,0.0285,187.856781029954,1.33660438482268,0.002380378,2.58959151301379,6.53211014176954,6.72208333333333,6.65229166666667,5.35722222222222,4.49722324517985,8,7.01972265921547,2.17968189917413,4.8200811709953,5.03351191473707,4.34926946451851
"511",57438730,44.6,0,45.6,24,24.9,32.9,42.6,34,58.3,7.7,42.5,33.1,97.8,99.6,67.3,38.3,30.8,0.03087,211.572629515187,1.38079545825312,0.0029605362,2.57373945446891,6.06689353681192,6.72208333333333,6.65229166666667,5.39055555555556,4.45399815230154,8,7.43491072287225,2.35477609279944,6.62773153169852,4.9868452480704,4.16303322026243
"512",59324531,44.9,0,49.9,26.5,22.1,33.1,42.5,35.3,58.2,8,42.5,33.2,97.8,99.6,67.3,38.3,30.8,0.03316,247.54193564633,1.419205358118,0.0037,2.60917434866458,5.53754401484143,5.05541666666667,6.65229166666667,5.58511574074074,4.84110724747585,8,7.12201133902412,2.20893372388298,6.67081640680347,5.15261447883963,4.52355136854076
"513",61254313,44.9,0,49.9,26,22.1,33.3,42.3,34.2,58.1,7.7,42.5,33.1,97.8,99.6,69.2,38.3,32,0.03551,277.612079551534,1.22612428688611,0.0044,2.60917434866458,5.51955773482907,5.06916666666667,6.63229166666667,5.84664351851852,4.7450049058041,8,6.99250835688352,2.20707612077689,6.91079836742787,5.20303565203367,4.43994836726218
"514",63245135,45.1,0,49.9,26.9,22.1,33.4,42.2,34.7,57.9,7.7,42.5,33.2,97.8,99.6,69.2,38.3,34.1,0.03807,317.88920990316,0.808542543768538,0.0056,2.65518764217803,5.22377774590174,5.09625,6.63229166666667,5.40159722222222,4.48391603861934,8,6.64332767303083,2.29909910808235,7.32215610484831,5.17970231870034,4.82829983917023
"515",65295329,45.4,0,51.7,28.3,22.1,33.9,42.1,34.7,57.8,7.7,42.5,33.6,97.8,99.6,69.2,38.3,34.4,0.04017,290.155674944481,0.656239765021042,0.0072,2.74352813892195,5.72386838066518,5.19875,6.25104166666667,5.48305555555556,4.5062802037481,8,6.80056170050748,2.3280555045793,7.37094980414652,5.27181342981145,5.25456649565801
"516",67487185,45.4,0,51.7,29.5,22.1,34.5,42.1,34.7,57.7,7.7,42.5,34.7,97.8,99.5,69.2,36.5,34.3,0.04254,324.827725981436,0.851731339135211,0.012,2.74352813892195,5.65464280797475,5.19875,6.25104166666667,5.40701388888889,5.56056287699589,6.875,7.29149350857509,2.34255592299302,7.2772710683411,5.27181342981145,5.08075024771746
"517",69821353,46.4,0,51.2,30.3,32.9,35.3,42.2,34.5,57.5,5.7,43,39.8,97.6,99.6,69.2,38.5,33.1,0.0449,376.374981122052,0.924109080327308,0.01679961,2.74352813892195,4.60290947088077,5.19875,6.25104166666667,5.57104166666667,4.33841559872047,6.875,7.55141176470588,2.34098381657054,7.47657720728933,5.27181342981145,5.06650084059915
"518",72174386,45.9,1.7,51.5,31.6,34.7,33.1,42.3,32.9,57.5,6,43,33.2,97.5,99.5,69.2,35.7,32.9,0.04468,412.776260686934,1.13455027573242,0.022,2.75426352662728,4.6516727918325,5.33666666666667,6.46916666666667,5.62553240740741,4.42757952089147,6.875,7.75767647058824,2.28136454310828,6.74793168267107,4.84806796832109,4.72405680258592
"519",74745656,46.3,4.1,51.6,32.8,38,34.7,42.4,31.3,59,5.9,43,34.6,97.5,99.4,69.2,35,32.6,0.04449,444.864357393335,1.1461779767659,0.03,2.75426352662728,5.01862083763392,5.33666666666667,6.46916666666667,5.78053240740741,5.09417962742163,6.875,7.16386034567379,2.22619805831268,7.3246325283909,4.57532735053593,5.61206956757423
